created,text,retwc,hashtag,followers,friends
2021-10-09 17:20:42,b'RT @JackPosobiec: Lol at @Pfizer deploying Creepy Frank Luntz at me after blocking me yesterday \n\nWe already have the receipts on opioid de\xe2\x80\xa6',1205,None,1622,2717
2021-10-09 17:20:40,"b'RT @JerryLeeBowyer: Can someone please help me to understand what precisely is new in the Project Veritas whistle blower videos, trending u\xe2\x80\xa6'",1,None,7825,2870
2021-10-09 17:20:40,"b'im getting my second dose Pfizer tomorrow, really looking forward to free 5G and my complimentary femboy bf https://t.co/afO7lp0wNm'",37,None,69774,661
2021-10-09 17:20:40,"b""@AHS_media That's probably because you're not getting paid to use it, until Pfizer gets its claws on the drug, crea\xe2\x80\xa6 https://t.co/OqWmDhJNmy""",2,None,433,1527
2021-10-09 17:20:39,b'@kindatouma @KyrieIrving It\xe2\x80\x99s not a conspiracy theory to question motives of Big Pharma. But guess who now benefits\xe2\x80\xa6 https://t.co/qwf4vBQSbh',1,None,187,1048
2021-10-09 17:20:39,b'RT @RavenZech2: NSW has achieved its vax stats because we got the bigger share of Pfizer from the extras plus we were given doses from othe\xe2\x80\xa6',140,None,2157,3449
2021-10-09 17:20:38,b'RT @JackPosobiec: Lol at @Pfizer deploying Creepy Frank Luntz at me after blocking me yesterday \n\nWe already have the receipts on opioid de\xe2\x80\xa6',1205,None,176,587
2021-10-09 17:20:36,b'@jasonwoody @CBCToronto You know the same Moderna that is interchangeable with pfizer? The one that got sold by Can\xe2\x80\xa6 https://t.co/fYs8x5Qv5W',0,None,274,356
2021-10-09 17:20:35,b'RT @NRPublicHealth: \xf0\x9d\x90\x87\xf0\x9d\x90\x9a\xf0\x9d\x90\xa9\xf0\x9d\x90\xa9\xf0\x9d\x90\x9e\xf0\x9d\x90\xa7\xf0\x9d\x90\xa2\xf0\x9d\x90\xa7\xf0\x9d\x90\xa0 \xf0\x9d\x90\x8d\xf0\x9d\x90\xa8\xf0\x9d\x90\xb0 | Get #Vaxxed in @St_Catharines! \n\n\xf0\x9f\x9a\xb6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fWalk-ins only\n\xe2\x8f\xb2\xef\xb8\x8f10 a.m. - 6 p.m.\n\xe2\x9c\x85Anyone born in 2009 or earlier\n\xf0\x9f\x92\x89\xe2\x80\xa6',11,Vaxxed,21205,566
2021-10-09 17:20:30,"b'RT @janaan99: @JackPosobiec @pfizer Pfizer demanded secret upfront payment for its vaccine, FOI documents reveal \n\nPfizer wanted Taxpayers\xe2\x80\xa6'",65,None,108,424
2021-10-09 17:20:29,b'RT @JackPosobiec: Lol at @Pfizer deploying Creepy Frank Luntz at me after blocking me yesterday \n\nWe already have the receipts on opioid de\xe2\x80\xa6',1205,None,919,1090
2021-10-09 17:20:28,b'#CovidVaxExposed PART 5 Update: Pfizer Chief Scientific Officer \xe2\x80\x9cRuns Away\xe2\x80\x9d from Veritas Journalist When Asked Ques\xe2\x80\xa6 https://t.co/BJhFdYKtu2',31,CovidVaxExposed,2162,5000
2021-10-09 17:20:27,b'RT @JackPosobiec: Lol at @Pfizer deploying Creepy Frank Luntz at me after blocking me yesterday \n\nWe already have the receipts on opioid de\xe2\x80\xa6',1205,None,34,244
