created,text,retwc,hashtag,followers,friends
2021-10-09 03:52:29,"b'@timsout @mds49 So Gladys of NSW and Scotty the PM of NSW were both stealing vaxx from other states, trying to beat\xe2\x80\xa6 https://t.co/p6hZfXuZdz'",0,None,4,30
2021-10-09 03:52:27,"b'RT @uche_blackstock: We\xe2\x80\x99re still at 100,000(!) cases a day. Only 7 (!) states have statewide indoor mask mandates. Yes, vaxx mandates will\xe2\x80\xa6'",123,None,72,331
2021-10-09 03:52:15,"b'LA County Sheriff Defies County-Wide Mandate To Vaxx Deputies, Staff  They want to defund the sheriff dpto, cause i\xe2\x80\xa6 https://t.co/ekFaDNWAwm'",1,None,31,215
2021-10-09 03:52:13,b'@TizzyEnt But the anti-vaxx numbskulls are like\xe2\x80\xa6.\xe2\x80\x9dduh numbers\xe2\x80\x9d\xe2\x80\xa6.',0,None,152,379
2021-10-09 03:52:11,"b'And before u red flag me in suspicious being anti vaxx, my skin been jabbed thousand times in nanoseconds with colo\xe2\x80\xa6 https://t.co/n6IaaQb6Gr'",0,None,442,938
2021-10-09 03:52:10,"b'RT @aginnt: Almost daily in New York City, there is a protest against the firing of public sector workers based on their vaxx status.\n\nUS m\xe2\x80\xa6'",4043,None,7,41
2021-10-09 03:52:09,b'cute vaxx card holder hehe https://t.co/MUfY9LyH8F',0,None,3786,1181
2021-10-09 03:52:05,b'The most important thing I learn on this whole pandemic crisis on this platform (virtually) is that the virus and v\xe2\x80\xa6 https://t.co/sacKySyr3m',0,None,442,938
2021-10-09 03:51:59,b'RT @Oren_Jacobson: It\xe2\x80\x99s actually pretty simple. When the virus is under control the economy will take off like a rocket ship.\n\nMask up + va\xe2\x80\xa6',730,None,7161,7358
2021-10-09 03:51:58,b'RT @SenWarren: .@Amazon continues to prominently display dangerous COVID-19 and anti-vax misinformation on its platform despite warnings ab\xe2\x80\xa6',375,None,3169,4839
2021-10-09 03:51:57,b'RT @photobyluke: @ScottyAmerica1 @BookerSparticus \n@Motivation724 @ArmedWithGrace \n\xe2\x80\x9cWe are seeing this but....\nnobody is saying anything \xe2\x80\x9c\xf0\x9f\x98\xa1\xe2\x80\xa6',155,None,382,1527
2021-10-09 03:51:54,"b'@PremierScottMoe From Alberta comparing Sept 2020 no vaxx to sept 2021 72% vaxxed. Cases up huge, so we fire our un\xe2\x80\xa6 https://t.co/5LmQZjEKKg'",0,None,125,529
2021-10-09 03:51:52,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,22,195
2021-10-09 03:51:44,b'RT @tezzr44: @timsout @mds49 Hey Tim this is maybe why lots of people are nervous . Two reasons 1. Singapore rates of vaxx in real terms ar\xe2\x80\xa6',12,None,1543,2567
